flight,start_index,truth_path_km,lstm_mean_error_km,lstm_median_error_km,lstm_p95_error_km,lstm_path_error_km,great_circle_mean_error_km,great_circle_median_error_km,great_circle_p95_error_km,great_circle_path_error_km,linear_mean_error_km,linear_median_error_km,linear_p95_error_km,linear_path_error_km
000449_1735669473,1,986.680912035257,116.91131269769512,104.45493065750148,210.12895888515342,-111.97541622120696,82.33009253025912,76.56958934373571,110.26437976294194,-153.93090099914662,81.93331582758013,76.15230647746316,109.41621323991458,-153.92348891728875
000449_1738512232,13,471.4389612217892,91.01020642941455,102.62902629663901,153.48797968998338,235.42280211834964,87.63246703123536,98.29578895172075,136.29473851254264,206.12206274722178,87.63007251670012,98.28696844457822,136.29096639757688,206.1220933927009
000449_1738512232,21,845.0819515065027,103.19115685745169,83.00220562225002,212.286785405596,-13.874914823266295,115.84007261896595,111.4520591891247,208.20131452227906,-72.80578939572399,118.80160592997849,114.2722891899195,210.99902005625898,-72.71560878289813
000449_1738512232,1,311.2898120071904,38.3106572447673,32.078438917349025,74.26226767911567,-4.37357937068515,93.10645194248401,102.11640977884196,153.8615869933226,-43.498664581596415,93.17806778394551,102.19578419497351,153.9796990495865,-43.496597043262284
000449_1739375588,15,575.0377584434001,74.95352242848531,61.28818978379975,155.48732857321085,-46.68947952455619,111.22856740148688,106.66586411741108,226.42887362582536,-64.47899245125382,111.22155141609134,106.9089260067536,226.7473077781968,-64.46328024564178
000449_1739375588,14,534.2068078141607,54.33992440012044,48.70814664556977,93.14993566209405,-37.004857522651946,134.52328078582997,134.99142248281566,254.84313276404097,-70.98722639307863,134.77175120374727,135.24015279960022,255.13399503847555,-70.97460669821555
000449_1739375588,4,106.90451168100924,42.48371892489594,43.261569097941376,72.27624495432973,-23.199997403773025,41.888009677387195,42.658118881114405,72.66167053157567,-21.59674198152011,41.88117728322818,42.64686731190423,72.65150967131017,-21.59666645423927
000449_1742655196,75,28.347853220438413,3.02947751599822,3.305848051405722,4.710097709765184,-1.7255178532392819,3.026647825239704,3.3288377985390367,4.7496289934409335,-2.5125637482701713,3.028773083024795,3.331711590526172,4.752333836132101,-2.512561158004697
000449_1742655196,19,167.6429765278804,5.313271497728798,5.177874147167346,10.174194393533758,2.142849815733314,5.344102509389458,5.052315614744938,10.2483312929343,1.3701536341467886,5.344329776448612,5.052412644045207,10.248987576281689,1.370231300381164
000449_1742655196,90,0.08515521860364597,0.34430984605143794,0.31215233353886357,0.7153834170566166,1.2610042632678156,0.17450175261790832,0.18231231198224687,0.28341277589971975,0.21317401918567566,0.17450174975709856,0.18231230763297018,0.2834127728987429,0.21317401918571374
000449_1743434041,76,186.014072912716,12.175734749765855,12.194422901330952,20.873140164188356,-5.798912034514018,12.133183487496868,12.108816444933229,21.192101226675423,-6.5621628521643345,12.143562659043754,12.11299353141689,21.19370017708666,-6.562042815089143
000449_1743434041,38,177.53571290537258,5.189800113043814,4.960183797475335,10.648332496175376,-4.160707786229182,5.469802941020088,5.216995851035047,10.860825797357528,-6.0926777538209365,5.471430904538239,5.217809387537539,10.864862388147348,-6.092312871975565
000449_1743434041,7,150.05693470061922,0.2719124195925181,0.27236447489200544,0.4893452006132161,0.6162602685153331,0.09296610463826757,0.0777745180336338,0.20099594052421427,-0.009868097559973421,0.10282054026512757,0.08320924564292734,0.2093292588094602,-0.009588964650731668
000449_1743779363,158,0.0,0.278063852772422,0.2709911379439859,0.47637904403505116,1.140359306958932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
