flight,truth_gap_dist_km,truth_gap_co2_kg,truth_full_dist_km,truth_full_co2_kg,lstm_gap_dist_km,lstm_gap_dist_err_km,lstm_gap_co2_err_kg,lstm_full_dist_km,lstm_full_dist_err_km,lstm_full_co2_err_kg,great_circle_gap_dist_km,great_circle_gap_dist_err_km,great_circle_gap_co2_err_kg,great_circle_full_dist_km,great_circle_full_dist_err_km,great_circle_full_co2_err_kg,linear_gap_dist_km,linear_gap_dist_err_km,linear_gap_co2_err_kg,linear_full_dist_km,linear_full_dist_err_km,linear_full_co2_err_kg
02a1b0_1776770291,109.41910409592319,1037.293106829352,1384.9037270942722,13128.887332853701,100.2214678515744,-9.197636244348786,-87.19359159642649,1385.3446291529287,0.4409020586565475,4.179751516064071,98.19837951864316,-11.220724577280023,-106.37246899261463,1384.8999773797477,-0.003749714524474257,-0.03554729369201596,98.19855010901614,-11.22055398690705,-106.37085179587883,1384.90018866656,-0.003538427712101111,-0.033544294710718535
02a261_1776757897,17.861487699903126,169.32690339508164,440.2399501009406,4173.474726956917,21.812540733187987,3.951053033284861,37.45598275554048,440.178239748523,-0.061710352417549075,-0.5850141409183652,21.77234665501353,3.9108589551104025,37.074942894446615,440.1772866363224,-0.06266346461819694,-0.594049644580507,21.772346830784993,3.9108591308818674,37.0749445607601,440.17728684691065,-0.06266325402992834,-0.5940476482037207
02a261_1776765315,50.28259199154656,476.6789720798614,433.84592308592613,4112.85935085458,48.44531887827728,-1.8372731132692834,-17.41734911379281,433.8372211256019,-0.008701960324231095,-0.08249458387371078,48.53755092119786,-1.745041070348698,-16.542989346905657,433.83647262643285,-0.00945045949328005,-0.08959035599629488,48.537611992651456,-1.7449799988951042,-16.54241038952559,433.8365455433767,-0.009377542549430018,-0.08889910336859658
04002f_1776736008,176.43344081649673,1672.589018940389,2131.4551613206677,20206.194929319932,153.2589333680383,-23.174507448458428,-219.6943306113859,2131.630842323486,0.17568100281823718,1.6654559067168886,145.8043927451526,-30.62904807134413,-290.3633757163424,2131.4545675720174,-0.0005937486503171385,-0.005628737205006474,145.80779223196322,-30.625648584533508,-290.33114858137765,2131.4586576622414,0.003496341573736572,0.03314531811902271
04002f_1776793261,6.279145553718023,59.52629984924686,626.8920495367272,5942.936629608174,13.556078252299796,7.276932698581773,68.98532198255522,627.3688208469114,0.4767713101841764,4.519792020545992,13.143092870160075,6.863947316442052,65.07022055987065,626.7084843044868,-0.18356523224042576,-1.7401984016392362,13.14309805598375,6.863952502265726,65.0702697214791,626.7084905093382,-0.1835590273890375,-1.7401395796480756
04004c_1776692572,4.228900856883124,40.08998012325202,5947.787235534078,56385.02299286306,4.9419553205193365,0.7130544636362126,6.759756315271296,5947.801677458036,0.014441923957747349,0.13690943911944486,4.935848650326359,0.7069477934432351,6.701865081841869,5947.787078671626,-0.00015686245205870364,-0.0014870560455165105,4.935848753413042,0.7069478965299183,6.701866059103626,5947.787078795945,-0.0001567381332279183,-0.0014858775030006655
04004c_1776751153,3.858184246503957,36.57558665685751,506.2222311506284,4798.986751307957,3.341408145572588,-0.5167761009313687,-4.899037436829376,506.2403661877564,0.018135037128047315,0.17192015197388855,3.319239195091319,-0.5389450514126377,-5.109199087391806,506.222148721394,-8.242923439638616e-05,-0.0007814291420777409,3.3192392467833853,-0.5389449997205715,-5.109198597351019,506.2221487816132,-8.236901516056605e-05,-0.0007808582637221662
04004c_1776798060,21.180072911255184,200.78709119869916,494.55074689150547,4688.3410805314725,75.65403152498877,54.473958613733586,516.4131276581944,494.4357005325887,-0.11504635891674297,-1.0906394825307235,68.2194477204105,47.03937480915532,445.9332731907924,494.1435012559342,-0.4072456355712575,-3.8606886252155213,68.21984795558393,47.03977504432875,445.9370674202366,494.14398147401073,-0.40676541749473927,-3.8561361578501283
040062_1776676196,30.570539924651804,289.8087184856991,9181.42846298596,87039.9418291069,59.60019274977857,29.029652825126767,275.20110878220174,9181.023155556628,-0.40530742933151487,-3.842314430062761,59.58628631151614,29.015746386864336,275.0692757474739,9180.597385885612,-0.8310771003471018,-7.878610911290526,59.5863635697831,29.0158236451313,275.07000815584473,9180.597460155694,-0.8310028302657884,-7.877906830919674
040062_1776759702,324.8529200383119,3079.6056819631967,10746.429485348486,101876.15152110366,312.8499835320728,-12.002936506239053,-113.78783807914623,10747.222575017975,0.7930896694888361,7.5184900667541665,269.5668535540681,-55.286066484243804,-524.1119102706313,10745.478141425023,-0.9513439234633552,-9.018740394432607,269.5898219108962,-55.263098127415674,-523.8941702479007,10745.506177130363,-0.9233082181235659,-8.752961907811406
